X,Y,Z
35.84013280,10.36395645,4.81800796
31.50869667,10.24223935,4.84143603
33.80346194,10.31109084,4.92578205
34.18457106,10.48927355,4.92480841
34.00513980,10.51575851,4.93003784
35.98604141,10.46389664,4.81323258
36.12133241,10.41119137,4.79499207
36.10881873,10.53775784,4.80786942
37.80501845,10.06149526,4.54222179
31.75669172,10.30335981,4.86264363
31.44628092,10.07080793,4.84549319
31.39721674,9.62993109,4.86388305
31.25791872,9.53635685,4.85712140
37.16004714,6.84909203,4.19385008
37.26217419,7.41128995,4.26313383
37.43951665,8.37228196,4.37690733
37.47474118,8.56811013,4.39937256
37.64346658,9.53116293,4.50267242
37.54266112,8.95861565,4.44321733
37.50919063,8.76389921,4.42154842
35.67456490,10.47733493,4.84195065
33.28251173,10.36760145,4.92961058
32.14620682,10.37260996,4.88999437
37.73318643,9.89273251,4.53333920
37.60665328,9.34386481,4.48443822
32.73397187,10.46545183,4.91811084
38.37628194,10.85432121,4.51374426
38.37769175,10.86302807,4.51443311
38.36602979,10.85848346,4.51793303
38.38475818,10.85762851,4.51102362
38.35907549,10.84814878,4.51890023
38.36990043,10.84557005,4.51483582
38.36035331,10.83914167,4.51726888
38.34923404,10.84191580,4.52129102
38.33924289,10.83307325,4.52328002
38.33091664,10.84986616,4.52794269
31.11073895,10.80349239,4.65274510
31.13120723,10.80740653,4.66852071
31.12974093,10.82737134,4.65430760
31.14805215,10.80287577,4.68261353
31.14919977,10.82630125,4.67184261
31.19941869,10.67795479,4.74051458
31.28679114,10.61796725,4.77265862
31.38022258,10.23093681,4.82718222
36.20789457,10.66022878,4.80891654
36.13667244,10.76746540,4.82544746
35.97896251,10.65987276,4.83097824
36.39449121,10.62695281,4.78591989
36.36379640,10.87116444,4.81163763
35.75135925,10.66118117,4.85063079
35.83220427,10.76674981,4.85250787
35.61482453,10.87116444,4.87713680
35.84109122,10.52857325,4.83213494
31.27493961,10.15429333,4.81969256
31.27866651,10.01518133,4.83078490
34.46647746,10.49918481,4.91602582
35.26062593,10.44643416,4.87026505
36.41974236,10.47589674,4.76858744
36.70236862,10.45137729,4.73205524
31.35029721,9.93214564,4.84406631
33.73350335,10.45275956,4.93152562
33.60200473,10.54384962,4.93464125
